user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,is_advanced,time_to_first_message_sec,error_rate,like_dislike_ratio,is_churned,cluster,pca1,pca2
1,0.0,3.0,60.0,211.57627118644064,4.0,4.0,15.0,8.0,7.0,1.0,3.0,1.0,0.0,0.0,343.0,0.4666666666666667,0.3333333333333333,1.0,2,0.8395741225031184,1.2308130527447667
2,0.0,3.0,40.0,178.87179487179486,3.0,3.0,8.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,372.0,0.5,0.0,1.0,2,-0.4381977424216405,1.398783043861443
3,2.0,2.0,73.0,109.19444444444444,3.0,3.0,20.0,18.0,1.0,6.0,3.0,1.0,1.0,1.0,380.0,0.05,2.0,0.0,2,0.46259671848301004,-1.622961415394009
4,0.0,3.0,235.0,262.64957264957263,17.0,17.0,83.0,30.0,45.0,3.0,10.0,1.0,0.0,0.0,365.0,0.5421686746987951,0.3,1.0,1,11.079230724197282,2.134068907941935
5,0.0,3.0,13.0,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,1.0,0,-3.626563852658297,-0.9757442653298293
6,0.0,3.0,48.0,141.9787234042553,3.0,3.0,9.0,8.0,1.0,3.0,0.0,1.0,1.0,1.0,401.0,0.1111111111111111,27.0,1.0,2,-0.5726220353823099,-0.2075463094938599
7,0.0,3.0,64.0,192.031746031746,4.0,4.0,16.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,329.0,0.0625,5.0,0.0,2,0.5256787636324803,-0.8016388362759981
8,0.0,3.0,139.0,171.54347826086956,7.0,8.0,41.0,33.0,7.0,6.0,13.0,1.0,0.0,0.0,336.0,0.1707317073170731,0.4615384615384615,0.0,1,4.83679825395023,-2.0718821355174506
9,0.0,3.0,100.0,231.020202020202,7.0,7.0,31.0,18.0,12.0,2.0,1.0,1.0,1.0,1.0,362.0,0.3870967741935484,2.0,1.0,2,2.783577851988674,0.9101941201579054
10,1.0,2.0,43.0,183.54761904761904,3.0,3.0,11.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,367.0,0.6363636363636364,0.0,1.0,2,-0.22661334605382963,2.0897782974591785
11,0.0,3.0,13.0,18.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,1.0,0,-3.625968743252437,-0.9751325723605727
12,0.0,3.0,52.0,156.9803921568627,3.0,3.0,14.0,6.0,7.0,1.0,0.0,1.0,1.0,1.0,358.0,0.5,27.0,1.0,2,0.07397678408670924,1.558236411682122
14,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,1.0,0,-3.618529875679182,-0.9674864102448676
15,0.0,3.0,47.0,162.67391304347825,3.0,3.0,8.0,8.0,0.0,4.0,3.0,1.0,1.0,1.0,323.0,0.0,1.3333333333333333,0.0,2,-0.33511810878772,-0.8508195852228619
16,0.0,3.0,37.0,124.61111111111111,2.0,2.0,7.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0,413.0,0.1428571428571428,0.0,1.0,2,-1.116236279744039,-0.12964116493604502
17,0.0,3.0,13.0,18.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,1.0,0,-3.6268614073612273,-0.9760501118144574
18,0.0,3.0,116.0,222.2086956521739,8.0,8.0,33.0,30.0,2.0,10.0,2.0,1.0,1.0,1.0,359.0,0.0606060606060606,5.0,0.0,1,3.461369966647519,-2.0806782541082796
19,1.0,2.0,200.0,205.96984924623115,12.0,12.0,61.0,50.0,9.0,14.0,16.0,1.0,0.0,0.0,369.0,0.1475409836065573,0.875,0.0,1,8.53682373756674,-3.819917831863811
20,0.0,3.0,40.0,98.56410256410255,2.0,2.0,9.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,337.0,0.0,27.0,0.0,2,-1.2056902946940742,-0.4527465617215765
22,0.0,3.0,46.0,100.62222222222222,2.0,2.0,10.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,336.0,0.4,1.5,1.0,2,-0.533604839970044,0.4408630200977262
24,0.0,3.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,1.0,0,-3.6226956415202047,-0.9717682610296624
25,0.0,3.0,268.0,173.7078651685393,13.0,15.0,84.0,64.0,14.0,16.0,20.0,1.0,0.0,0.0,355.0,0.1666666666666666,0.8,0.0,1,11.349970238624085,-4.820450748609049
26,1.0,2.0,39.0,107.97368421052632,2.0,2.0,8.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,398.0,0.5,0.0,1.0,2,-0.8823930760600469,1.0597984109782148
